company_name,date,positive_sentiment_bert_mean,positive_sentiment_bert_std,positive_sentiment_bert_mean_company_sentiment,positive_sentiment_bert_mean_analyst_sentiment,positive_sentiment_bert_mean_presentation_sentiment,positive_sentiment_bert_mean_qa_sentiment,negative_sentiment_bert_mean,negative_sentiment_bert_std,negative_sentiment_bert_mean_company_sentiment,negative_sentiment_bert_mean_analyst_sentiment,negative_sentiment_bert_mean_presentation_sentiment,negative_sentiment_bert_mean_qa_sentiment,neutral_sentiment_bert_mean,neutral_sentiment_bert_std,neutral_sentiment_bert_mean_company_sentiment,neutral_sentiment_bert_mean_analyst_sentiment,neutral_sentiment_bert_mean_presentation_sentiment,neutral_sentiment_bert_mean_qa_sentiment,polarity_bert_mean,polarity_bert_std,polarity_bert_mean_company_sentiment,polarity_bert_mean_analyst_sentiment,polarity_bert_mean_presentation_sentiment,polarity_bert_mean_qa_sentiment,positive_sentiment_bert_margin_mean_topic_sentiment,positive_sentiment_bert_cost_mean_topic_sentiment,positive_sentiment_bert_revenue_mean_topic_sentiment,positive_sentiment_bert_earnings_mean_topic_sentiment,positive_sentiment_bert_growth_mean_topic_sentiment,positive_sentiment_bert_debt_mean_topic_sentiment,positive_sentiment_bert_dividend_mean_topic_sentiment,positive_sentiment_bert_cashflow_mean_topic_sentiment,negative_sentiment_bert_margin_mean_topic_sentiment,negative_sentiment_bert_cost_mean_topic_sentiment,negative_sentiment_bert_revenue_mean_topic_sentiment,negative_sentiment_bert_earnings_mean_topic_sentiment,negative_sentiment_bert_growth_mean_topic_sentiment,negative_sentiment_bert_debt_mean_topic_sentiment,negative_sentiment_bert_dividend_mean_topic_sentiment,negative_sentiment_bert_cashflow_mean_topic_sentiment,neutral_sentiment_bert_margin_mean_topic_sentiment,neutral_sentiment_bert_cost_mean_topic_sentiment,neutral_sentiment_bert_revenue_mean_topic_sentiment,neutral_sentiment_bert_earnings_mean_topic_sentiment,neutral_sentiment_bert_growth_mean_topic_sentiment,neutral_sentiment_bert_debt_mean_topic_sentiment,neutral_sentiment_bert_dividend_mean_topic_sentiment,neutral_sentiment_bert_cashflow_mean_topic_sentiment,polarity_bert_margin_mean_topic_sentiment,polarity_bert_cost_mean_topic_sentiment,polarity_bert_revenue_mean_topic_sentiment,polarity_bert_earnings_mean_topic_sentiment,polarity_bert_growth_mean_topic_sentiment,polarity_bert_debt_mean_topic_sentiment,polarity_bert_dividend_mean_topic_sentiment,polarity_bert_cashflow_mean_topic_sentiment
MSFT.OQ,2023-Jul-25,0.3226694181842105,0.11874220475749907,0.34323765950000007,0.22563162512499998,0.295461128,0.3267918863939394,0.18284471681578948,0.07288593601626595,0.20744721719999998,0.07907953687500001,0.1798332888,0.18330099378787879,0.49448584736842105,0.17425191237830737,0.4493151040000001,0.6952888275,0.524705566,0.48990710212121213,0.13982470365789473,0.0919805341413573,0.13579044235000004,0.146552099,0.11562783940000002,0.14349089521212122,0.285401027649641,0.3591631650924682,0.3591631650924682,0.3591631650924682,0.314237395035369,,0.3591631650924682,,0.16638049064204088,0.2166518568992614,0.2166518568992614,0.2166518568992614,0.19370624635900763,,0.2166518568992614,,0.5482184514403343,0.4241849482059479,0.4241849482059479,0.4241849482059479,0.4920563357216971,,0.4241849482059479,,0.11902053654193877,0.1425113081932068,0.1425113081932068,0.1425113081932068,0.12053114867636136,,0.1425113081932068,
MSFT.OQ,2023-Oct-24,0.3515530723513513,0.12643423736688889,0.34219864984210535,0.36425720375,0.29469799339999997,0.36043667843749994,0.18486506183783782,0.07332457475427644,0.20693605236842103,0.092712961625,0.179731791,0.18566713540625,0.4635818488108109,0.15303093557458014,0.45086527894736844,0.5430298257499999,0.5255702,0.45389616893749996,0.1666880118756757,0.1389451629256026,0.13526259749473687,0.27154424837499996,0.11496620248,0.17476954459375,0.42449807056358885,0.3591631650924682,0.3604099111897604,0.3591631650924682,0.3495559800754894,0.3591631650924682,0.3591631650924682,,0.1309208433542932,0.2166518568992614,0.18721653587583978,0.2166518568992614,0.1981396685269745,0.2166518568992614,0.2166518568992614,,0.4445810669234821,0.4241849482059479,0.4523735301835196,0.4241849482059479,0.45230431990189984,0.4241849482059479,0.4241849482059479,,0.2935772346598761,0.1425113081932068,0.17319337385041372,0.1425113081932068,0.15141631256450305,0.1425113081932068,0.1425113081932068,
MSFT.OQ,2024-Jan-30,0.30861575305263156,0.11265397130912733,0.3275110721000001,0.19819318425,0.29469799339999997,0.3107245045151515,0.18250356292105263,0.07312089228735012,0.19785440024999995,0.10144109825,0.179731791,0.18292352836363637,0.5088806644736842,0.18473516725171876,0.4746345080000001,0.70036569875,0.5255702,0.5063519469696969,0.1261121897736842,0.044137089404655744,0.12965667187000002,0.09675208425000001,0.11496620248,0.12780097572727273,0.3591631650924682,0.3591631650924682,0.3098205973704656,0.3591631650924682,0.3106234706938266,,0.3591631650924682,,0.2166518568992614,0.2166518568992614,0.1858743870009978,0.2166518568992614,0.1747525543905794,,0.2166518568992614,,0.4241849482059479,0.4241849482059479,0.5043049901723862,0.4241849482059479,0.5146239474415779,,0.4241849482059479,,0.1425113081932068,0.1425113081932068,0.12394621036946774,0.1425113081932068,0.13587091537192464,,0.1425113081932068,
NVDA.OQ,2018-Aug-16,0.3301029556222222,0.0893277258283954,0.34555465984210526,0.2717341738333333,0.25027309566666667,0.3358050884761905,0.18978899461111112,0.06929043021994691,0.19584223823684208,0.14886468258333335,0.15288866,0.19242473279761904,0.48010803844444444,0.15190772159541988,0.45860309210526323,0.57940114,0.5968382666666666,0.47177016499999996,0.14031396018444445,0.049852414689234105,0.14971242133157897,0.12286948858333334,0.0973844351,0.1433803548333333,0.293829121440649,0.3591631650924682,0.2502730923394362,0.19582805596292016,0.31249599105545445,,,,0.17839393764734263,0.2166518568992614,0.15288865814606342,0.12100705876946445,0.1893247717193194,,,,0.5277769327163696,0.4241849482059479,0.5968382557233175,0.6831649094820023,0.4981792228562491,,,,0.11543518360704183,0.1425113081932068,0.09738443388293187,0.0748209967277944,0.12317121920308896,,,
NVDA.OQ,2018-Nov-15,0.2999727491333333,0.1460685679116766,0.31395894439285715,0.22470982088235295,0.2508931253333333,0.3025558872280701,0.19746569870833333,0.11689609424306888,0.1926217868571428,0.18851494061764704,0.150897233,0.19991667058771934,0.5025615348333333,0.19561238069656978,0.49341925000000014,0.5867752258823531,0.5982096333333333,0.49752742438596487,0.10250704994916668,0.1781495235850891,0.12133715753571431,0.03619487858529414,0.09999589233333334,0.10263921613947369,0.0343530364334583,0.0343530364334583,0.05554212816059585,0.2508931222061315,0.2579491857439279,,0.0343530364334583,,0.0193879790604114,0.0193879790604114,0.016807443462312152,0.15089723095297805,0.09733840515837067,,0.0193879790604114,,0.9462590217590332,0.9462590217590332,0.9276504814624786,0.5982096393903097,0.6447123974561692,,0.9462590217590332,,0.0149650573730468,0.0149650573730468,0.0387346819043159,0.09999589125315345,0.16061079073697324,,0.0149650573730468,
NVDA.OQ,2019-Aug-15,0.319653155575,0.12579988209469528,0.34119844777777775,0.23345961229999998,0.25137483666666666,0.3251892354864865,0.19350116675,0.06448863883356283,0.2057516631111111,0.1436694414,0.15125067866666667,0.196926882,0.4868456675,0.18568825392154367,0.45304987166666666,0.622870961,0.59737448,0.47788387189189196,0.126151988825,0.07408554533298689,0.13544678466666668,0.0897901709,0.100124158,0.12826235348648646,0.2944901660084724,0.2513748332858085,0.19748066738247866,0.3591631650924682,0.31281745194324423,,,,0.17741114869713775,0.15125067656238866,0.1185500863939523,0.2166518568992614,0.19230134971439836,,,,0.5280986666679383,0.5973744789759318,0.6839692443609238,0.4241849482059479,0.4948811898274081,,,,0.1170790173113346,0.10012415672341983,0.07893058098852634,0.1425113081932068,0.12051610222884587,,,
NVDA.OQ,2019-Feb-14,0.2946655182,0.121281316664893,0.35916317000000003,0.14954580165,0.35916317,0.29154466408064506,0.18677381606153845,0.10974574459121748,0.21665185999999997,0.11954821720000001,0.21665186,0.1853281042580646,0.518560649076923,0.19022601197913916,0.42418495000000017,0.7309059720000002,0.42418495000000006,0.5231272151612903,0.10789170207692307,0.13160789887827343,0.14251131000000003,0.029997584249999994,0.14251131,0.10621655975806449,0.245165757007069,0.3591631650924682,0.17434901619950924,0.3591631650924682,0.3338288980371812,,0.3591631650924682,,0.14606933626863686,0.2166518568992614,0.09239445564647512,0.2166518568992614,0.18330581716316582,,0.2166518568992614,,0.6087648901674483,0.4241849482059479,0.7332565089066824,0.4241849482059479,0.48286525642170625,,0.4241849482059479,,0.09909642022103073,0.1425113081932068,0.0819545603978137,0.1425113081932068,0.1505230814218521,,0.1425113081932068,
NVDA.OQ,2019-May-16,0.3227385313207547,0.11073739228833297,0.3591631700000001,0.24560400235294122,0.35916317,0.32055305300000003,0.1939840004528302,0.06255950181280871,0.21665185999999997,0.14598147435294115,0.21665186,0.19262392888000002,0.4832774513207547,0.1559514057155737,0.42418495000000017,0.6084145129411764,0.42418495000000006,0.48682300139999996,0.12875453079811322,0.08962190052517091,0.14251131000000006,0.09962252778235292,0.14251131,0.127929124046,0.3591631650924682,0.3591631650924682,0.30967812240123743,0.3591631650924682,0.29562858864665026,,0.3591631650924682,,0.2166518568992614,0.2166518568992614,0.1819394312798976,0.2166518568992614,0.17705760192539952,,0.2166518568992614,,0.4241849482059479,0.4241849482059479,0.5083824157714844,0.4241849482059479,0.5273137854205238,,0.4241849482059479,,0.1425113081932068,0.1425113081932068,0.12773869037628174,0.1425113081932068,0.1185709863073296,,0.1425113081932068,
NVDA.OQ,2019-Nov-14,0.2897998582325581,0.12219350986189932,0.32316014511111113,0.17958101938461535,0.2506546373333333,0.2927357498,0.16662595046511627,0.08647361528543808,0.1948140255,0.08141854546153846,0.15192311466666666,0.16772866314999998,0.5435741758139535,0.2072959919688603,0.48202580888888896,0.7390004307692308,0.5974222333333333,0.5395355714999999,0.12317390820930234,0.04296807339955355,0.12834611966666667,0.09816247530769232,0.098731523,0.1250070871,0.2777817668393254,0.14314501856764153,0.25065463408827776,0.3591631650924682,0.2542593146745975,,,,0.1681052986532449,0.08562485190729292,0.1519231125712394,0.2166518568992614,0.1442109165856471,,,,0.5541129037737846,0.7712300916512808,0.5974222222963969,0.4241849482059479,0.6015297495401822,,,,0.1096764684189111,0.05752016759167113,0.0987315218274792,0.1425113081932068,0.11004839987995532,,,
NVDA.OQ,2020-Aug-19,0.27855557284210525,0.13739686533004355,0.3240583166666667,0.08902968866666666,0.35916317,0.2716463502285714,0.19359347163157895,0.14830696933636314,0.19973144444444443,0.15313505133333333,0.21665186,0.19161703834285712,0.5278509472105263,0.22238161168207748,0.4762102205555557,0.757835286,0.42418495000000006,0.5367366041142857,0.08496210444736842,0.17970010469219555,0.12432687211111111,-0.06410534877777778,0.14251131,0.08002931540000001,0.2440510395293434,0.3591631650924682,0.3591631650924682,0.3591631650924682,0.24243134318385268,,,,0.46151918172836304,0.2166518568992614,0.2166518568992614,0.2166518568992614,0.26195963472127914,,,,0.2944297802944978,0.4241849482059479,0.4241849482059479,0.4241849482059479,0.4956090194173157,,,,-0.2174681027730306,0.1425113081932068,0.1425113081932068,0.1425113081932068,-0.01952827675268054,,,
