,company_name,date,total_num_words_present,total_num_sents_present,avg_num_2_word_ratio_present,total_num_questions,total_num_words_qna,total_num_sents_qna,avg_num_2_word_ratio_qna,similarity_to_1_previous,similarity_to_2_previous,similarity_to_3_previous
31,GOOGL.OQ,2022-Apr-26,4077.0,213.0,0.0170418592498459,19.0,2343.0,133.0,0.0084298560327626,0.7953811883926392,0.8190213441848755,0.8017828464508057
32,GOOGL.OQ,2022-Feb-01,4024.0,222.0,0.0196311860474351,19.0,3396.0,186.0,0.0044693459834851,0.8456124067306519,0.8228611946105957,0.7167987823486328
33,GOOGL.OQ,2022-Jul-26,3790.0,215.0,0.0184443573065975,27.0,2641.0,138.0,0.0029042821322668,0.8146517872810364,0.8695671558380127,0.7672350406646729
34,GOOGL.OQ,2022-Oct-25,4102.0,222.0,0.0157583708359518,27.0,2651.0,135.0,0.0023648155755297,0.8427371382713318,0.7531718015670776,0.8364131450653076
35,GOOGL.OQ,2023-Apr-25,4241.0,227.0,0.0178977252969793,26.0,3011.0,159.0,0.00232076801461,0.7370728254318237,0.9135605692863464,0.8635624647140503
36,GOOGL.OQ,2023-Feb-02,4300.0,244.0,0.0165869344667188,23.0,2391.0,116.0,0.0036704200361196,0.8108587265014648,0.7944835424423218,0.8089021444320679
37,GOOGL.OQ,2023-Jul-25,4531.0,263.0,0.0163412615403343,25.0,2611.0,142.0,0.0020872529820521,0.7577533721923828,0.7460072636604309,0.7874177694320679
38,GOOGL.OQ,2023-Oct-24,4132.0,222.0,0.0156677046807821,26.0,2351.0,127.0,0.0023151008692,0.823887825012207,0.7976132035255432,0.8559424877166748
39,GOOGL.OQ,2024-Jan-30,4444.0,258.0,0.0188862779360759,24.0,2545.0,144.0,0.0055921221852085,0.7858268618583679,0.785139262676239,0.8225364685058594
40,MSFT.OQ,2018-Oct-24,4219.0,226.0,0.0133278186234343,16.0,2588.0,114.0,0.0052587684740976,,,
41,MSFT.OQ,2019-Apr-24,3918.0,196.0,0.0142936245877422,24.0,3237.0,150.0,0.0037877871387809,0.8347316980361938,,
42,MSFT.OQ,2019-Jan-30,4119.0,202.0,0.0142295002661191,16.0,3023.0,139.0,0.0044967567791017,0.835788905620575,0.8068742156028748,
43,MSFT.OQ,2019-Jul-18,4347.0,213.0,0.0139434132999799,23.0,2654.0,136.0,0.0049621478142532,0.8792657256126404,0.8178571462631226,0.7855502367019653
44,MSFT.OQ,2019-Oct-23,3896.0,197.0,0.0153510995387318,14.0,2547.0,112.0,0.0023290712185092,0.821312665939331,0.8126702308654785,0.8502110838890076
45,MSFT.OQ,2020-Apr-29,4717.0,240.0,0.0138312671819972,16.0,3377.0,157.0,0.0025373044398425,0.7180469036102295,0.6981092691421509,0.7304167747497559
46,MSFT.OQ,2020-Jan-29,4189.0,212.0,0.0143699416198325,15.0,2622.0,132.0,0.0013031421211399,0.8215547800064087,0.8957890868186951,0.763657808303833
47,MSFT.OQ,2020-Jul-22,5048.0,245.0,0.0135575730428472,15.0,2376.0,125.0,0.0025322413343988,0.8440022468566895,0.8003265261650085,0.814488410949707
48,MSFT.OQ,2020-Oct-27,4856.0,242.0,0.0123682478513018,17.0,2941.0,144.0,0.0034222199397565,0.6868114471435547,0.8378548622131348,0.8101369142532349
49,MSFT.OQ,2021-Apr-27,5213.0,267.0,0.0224911079713679,20.0,2419.0,120.0,0.0085016611591809,0.8198508620262146,0.8032227754592896,0.7787029147148132
50,MSFT.OQ,2021-Jan-26,4920.0,244.0,0.0226494321630481,10.0,2318.0,112.0,0.0032546676023279,0.805831789970398,0.8660146594047546,0.8024789094924927
51,MSFT.OQ,2021-Jul-27,5143.0,267.0,0.0158527816581696,19.0,2082.0,99.0,0.0027803687764888,0.6807237863540649,0.8317220211029053,0.7154467105865479
52,MSFT.OQ,2021-Oct-26,4941.0,264.0,0.0142176596140906,13.0,2698.0,127.0,0.0025287414487413,0.7761848568916321,0.732434868812561,0.7482860088348389
53,MSFT.OQ,2022-Apr-26,5143.0,271.0,0.013053316003686,17.0,2873.0,149.0,0.0029543152600756,0.8253219723701477,0.7490549087524414,0.810782253742218
54,MSFT.OQ,2022-Jan-25,5173.0,261.0,0.0123953920399002,12.0,2592.0,130.0,0.0010688017996918,0.706023097038269,0.718962550163269,0.8137885928153992
55,MSFT.OQ,2022-Jul-26,5800.0,288.0,0.0126335460913031,22.0,2092.0,111.0,0.0094141786960134,0.8779950141906738,0.8274984359741211,0.744976282119751
56,MSFT.OQ,2022-Oct-25,5394.0,265.0,0.0146482646612836,21.0,2711.0,144.0,0.0085756145934229,0.8918999433517456,0.8030519485473633,0.8876196146011353
57,MSFT.OQ,2023-Apr-25,5217.0,260.0,0.0148671506047328,11.0,2501.0,108.0,0.0015185671503051,0.8060728907585144,0.810805082321167,0.8379780054092407
58,MSFT.OQ,2023-Jan-24,5389.0,283.0,0.0151264598580772,14.0,2494.0,120.0,0.0131636041673529,0.7918150424957275,0.8407226204872131,0.8104434013366699
59,MSFT.OQ,2023-Jul-25,5286.0,263.0,0.0153360300549855,31.0,3092.0,164.0,0.0048889372432034,0.8530064225196838,0.7939590215682983,0.8046876788139343
60,MSFT.OQ,2023-Oct-24,5154.0,270.0,0.014624775815807,15.0,2501.0,128.0,0.0051605825199218,0.7861180305480957,0.8062456846237183,0.8069679737091064
61,MSFT.OQ,2024-Jan-30,5185.0,264.0,0.0162554245113143,17.0,2918.0,174.0,0.0027078449366323,0.8185603618621826,0.8461048603057861,0.7918335199356079
62,NVDA.OQ,2018-Aug-16,2539.0,140.0,0.0201395597967888,11.0,4380.0,250.0,0.0047728485110835,,,
63,NVDA.OQ,2018-Nov-15,2381.0,129.0,0.0208002175553099,38.0,4312.0,249.0,0.004986156652204,0.7402761578559875,,
64,NVDA.OQ,2019-Aug-15,2012.0,108.0,0.0170424516048121,20.0,4781.0,259.0,0.007192082749801,0.7859832644462585,0.7159136533737183,
65,NVDA.OQ,2019-Feb-14,2263.0,128.0,0.0186434666050019,46.0,4487.0,305.0,0.0034750929987157,0.5295063853263855,0.6321523189544678,0.6189271211624146
66,NVDA.OQ,2019-May-16,2085.0,113.0,0.0191722177545938,36.0,4915.0,261.0,0.0083314535187081,0.6793563365936279,0.7516080141067505,0.6729840040206909
67,NVDA.OQ,2019-Nov-14,1919.0,110.0,0.0172838192523231,24.0,4694.0,287.0,0.0112383044127896,0.7997549772262573,0.646127462387085,0.7475662231445312
68,NVDA.OQ,2020-Aug-19,2652.0,141.0,0.0184405639870495,24.0,4376.0,261.0,0.0072945466330294,0.6190744638442993,0.7642058730125427,0.7845315933227539
69,NVDA.OQ,2020-Feb-13,2312.0,129.0,0.0180034893597484,33.0,4520.0,280.0,0.0098511688198195,0.6494709849357605,0.7087903022766113,0.655114471912384
70,NVDA.OQ,2020-May-21,3442.0,179.0,0.0128576618121772,32.0,7654.0,537.0,0.0088855730840243,0.6694895029067993,0.620576024055481,0.7030646800994873
71,NVDA.OQ,2020-Nov-18,3072.0,159.0,0.0149209524820752,20.0,3497.0,225.0,0.0071710564469274,0.7724673748016357,0.7739810347557068,0.6769311428070068
72,NVDA.OQ,2021-Aug-18,2455.0,123.0,0.0196871316910217,21.0,4998.0,260.0,0.0066979284145998,0.7975284457206726,0.715035617351532,0.7967058420181274
73,NVDA.OQ,2021-Feb-24,3007.0,161.0,0.0166797280561506,23.0,4297.0,290.0,0.0064039762751242,0.6930156350135803,0.7668794393539429,0.7417497634887695
74,NVDA.OQ,2021-May-26,3262.0,168.0,0.0126068018093483,16.0,3973.0,227.0,0.0040754293211581,0.5930650234222412,0.6355727314949036,0.5248845219612122
75,NVDA.OQ,2022-May-25,2450.0,129.0,0.0156345966746927,25.0,4306.0,266.0,0.0089843423878331,0.6536116600036621,0.6836830973625183,0.7135798931121826
76,NVDA.OQ,2023-Aug-23,2696.0,142.0,0.0142590860675967,23.0,4255.0,240.0,0.0094581701355617,0.7011089324951172,0.5547553896903992,0.7399464845657349
77,NVDA.OQ,2023-May-24,2565.0,129.0,0.0121440923970106,24.0,5093.0,273.0,0.0089096026223932,0.45666566491127014,0.6369761228561401,0.6806603670120239
78,NVDA.OQ,2023-Nov-21,2730.0,138.0,0.0124838709677419,19.0,5048.0,320.0,0.0072242052035408,0.7093747854232788,0.8303415179252625,0.7851371765136719
79,NVDA.OQ,2024-Feb-21,2756.0,149.0,0.0147664829703143,22.0,3856.0,231.0,0.0170009921917805,0.6428192853927612,0.5822851657867432,0.6369468569755554
